Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Adios Amor,Adios Amor,Christian Nodal,2/16/2018,PEBQ91892842,"2,517",28.3,597899105.00,23.00,3072.00,,1498558573.00,4666041.00,,,,183122996.00,,,,,,,,,,,,0
X ï¿½ï¿½LTIMA,LEGENDADDY,Daddy Yankee,3/25/2022,USUG12201738,"2,503",28.3,409394001.00,53657.00,22643350.00,64.00,123846563.00,1120466.00,442700.00,135938706.00,1334863571.00,330802357.00,45.00,15971.00,81.00,18.00,2038434.00,36.00,23456449.00,1603.00,676729.00,526470.00,,1
Lalala - Ilkan Gunuc Remix,Lalala (Ilkan Gunuc Remix),Y2K,10/28/2019,USSM12002468,"2,515",28.3,28240865.00,9377.00,3738275.00,49.00,,,7210799.00,121538491.00,1680010594.00,,14.00,2644.00,,6.00,4972.00,,37628.00,,182052.00,1994181.00,,1
Poco A Poco,Poco A Poco - Single,Xavi,9/23/2023,USA2P2344729,"2,514",28.3,283079113.00,15570.00,15950378.00,82.00,41149970.00,328843.00,84726.00,9560738.00,60287119.00,,7.00,118.00,,11.00,13607485.00,3.00,4030323.00,2105.00,,271176.00,,0
The Alchemy,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401042,"2,513",28.3,106201248.00,2992.00,15108991.00,,5521347.00,70034.00,,,,,19.00,290.00,,11.00,226234.00,47.00,2070315.00,1695.00,,24502.00,,0
Sunday Service,Sunday Service,Latto,02-09-2024,USRC12400151,"2,505",28.3,12270831.00,1736.00,2704404.00,,22668627.00,309518.00,,729900.00,3400000.00,361916750.00,18.00,19404.00,112.00,12.00,132145.00,16.00,5371441.00,3307.00,1903428.00,172799.00,,1
Red Ruby Da Sleeze,Red Ruby Da Sleeze,Nicki Minaj,03-03-2023,USUM72302705,"2,504",28.3,148574146.00,25770.00,27326995.00,59.00,39166702.00,619142.00,6500.00,2704073.00,21611489.00,21914535.00,39.00,90970.00,156.00,8.00,113301.00,26.00,21922593.00,6693.00,,1090214.00,,1
Mama,Mama,Jonas Blue,05-05-2017,GBUM71701777,"2,509",28.3,955563174.00,89780.00,18075056.00,67.00,929090173.00,5061750.00,29802.00,16031731.00,85857976.00,262705725.00,103.00,59537.00,,96.00,388298.00,7.00,27583329.00,14884.00,,7735883.00,,0
Puta Mexicana,Som das Regiï¿½ï,DJ Jeeh FDC,12-06-2022,QZW9M2275605,"2,508",28.3,172602494.00,38926.00,14426720.00,63.00,122947771.00,1241098.00,312400.00,143003405.00,1722398168.00,12348511.00,,76.00,,18.00,1950340.00,5.00,,,,,,1
Self Care,Self Care,Mac Miller,7/13/2018,USWB11801215,"2,516",28.3,687861392.00,156992.00,21060151.00,70.00,497604866.00,3052127.00,56852.00,19118562.00,193776994.00,40752198.00,,873.00,,11.00,32411.00,35.00,37793881.00,33506.00,,,,1
Out of Time,The Highlights (Deluxe),The Weeknd,02-05-2021,USUG12106689,"2,507",28.3,451878749.00,78793.00,18239674.00,70.00,221123432.00,2660730.00,23842.00,20880385.00,233301151.00,3022110413.00,41.00,114661.00,709.00,17.00,330997.00,21.00,2975758.00,4342.00,,1722436.00,,0
Karma,Midnights (3am Edition),Taylor Swift,10/21/2022,USUG12205729,"2,510",28.3,777305444.00,2358.00,643308.00,47.00,83446.00,3275.00,,,,,17.00,281124.00,,,,,,,,,,0
About You,Being Funny In a Foreign Language,The 1975,10/14/2022,GBK3W2202321,"2,506",28.3,350348521.00,48286.00,23268627.00,75.00,63111604.00,494666.00,117002.00,112061372.00,793536731.00,2197815.00,32.00,27952.00,5.00,5.00,224543.00,16.00,1164726.00,818.00,446223.00,508585.00,,0
BED,BED,Joel Corry,2/26/2021,UK4ZF2100069,"2,512",28.3,480737112.00,91401.00,37879799.00,66.00,55185277.00,280740.00,90700.00,11811407.00,149754997.00,1432752.00,185.00,199418.00,60.00,124.00,487788.00,36.00,6887843.00,1178.00,,2464219.00,,0
23,23,Chayce Beckham,5/14/2021,QMRSZ2101045,"2,511",28.3,217524988.00,52661.00,12543368.00,69.00,84504714.00,547950.00,20410.00,1883404.00,21694150.00,566879139.00,23.00,165757.00,,1.00,577.00,20.00,99882249.00,21221.00,4858338.00,1269712.00,,0
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401053,"2,525",28.2,250430303.00,648.00,818594.00,,,,,,,,55.00,,,,,,,,,,,0
Andas En Mi Cabeza,Bachatas Mix,Chino & Nacho,4/22/2017,FR2X41775359,"2,522",28.2,,,,,1820176345.00,4950177.00,,,,316643997.00,,,,,,,,,,,,0
Remember,Club House,Becky Hill,4/23/2021,GBUM72102420,"2,529",28.2,453644642.00,78241.00,59982572.00,67.00,68753113.00,442500.00,14109.00,6520234.00,86516663.00,1081753404.00,135.00,227360.00,583.00,64.00,505344.00,27.00,3974042.00,1957.00,,1721093.00,,0
Here's Your Perfect,Here's Your Perfect,Jamie Miller,4/30/2021,USAT22101294,"2,523",28.2,418998816.00,42598.00,8678739.00,69.00,349432726.00,3317953.00,810145.00,216927258.00,1962424177.00,1152785855.00,40.00,19753.00,,6.00,6309.00,,1401958.00,1877.00,,1072765.00,,0
Highs & Lows,Highs & Lows,Prinz,06-02-2023,GBARL2300644,"2,530",28.2,64747926.00,19758.00,4733486.00,63.00,30831455.00,515719.00,726042.00,24154119.00,304170641.00,848300.00,4.00,756.00,,8.00,81597.00,2.00,476637.00,6463.00,,434423.00,,0
Survivorï¿½ï¿½ï¿½s R,Survivorï¿½ï¿½ï¿½s R,Roddy Ricch,5/31/2024,USAT22403043,"2,535",28.2,4462637.00,789.00,28882654.00,66.00,2244519.00,116431.00,,,,20570003.00,27.00,134.00,20.00,7.00,1298626.00,29.00,703876.00,89.00,252183.00,49126.00,,1
Halloween,Halloween,Blood Dance,10-06-2022,CAENV2255241,"2,534",28.2,7332.00,45.00,1692.00,2.00,416430705.00,7483560.00,,,,,,1.00,,,,,,,,152.00,,0
Impossible,Impossible - Single,RIIZE,4/18/2024,KRA302400078,"2,533",28.2,16327372.00,987.00,16575491.00,69.00,29637408.00,364827.00,5892.00,11035987.00,64226700.00,,21.00,291.00,30.00,6.00,21219.00,25.00,19003.00,18.00,,39544.00,,0
El Rescate,El Rescate - Single,Grupo Marca Registrada,7/22/2022,USDXS2202347,"2,528",28.2,391773238.00,34952.00,16586286.00,69.00,133887895.00,711785.00,431726.00,98990436.00,1102477168.00,6037.00,7.00,19.00,,1.00,186322.00,8.00,36067031.00,3703.00,,840393.00,,1
Wockesha,A Gangstaï¿½ï¿½ï¿½,Moneybagg Yo,4/23/2021,USUM72105621,"2,518",28.2,138100044.00,64635.00,5451499.00,56.00,168383616.00,1456308.00,30274.00,13135047.00,94781829.00,56308304.00,59.00,134739.00,187.00,4.00,64845.00,8.00,87481688.00,35657.00,,1470349.00,,1
Mirame,Mirame - Single,Blessd,4/17/2024,QZZ3N2400057,"2,532",28.2,24345826.00,1758.00,36846830.00,72.00,22781812.00,162339.00,,,,22448661.00,21.00,334.00,,11.00,1615702.00,10.00,69725.00,41.00,,155799.00,,1
Pantysito,Pantysito,Alejo,3/18/2022,USUG12201485,"2,526",28.2,332175085.00,63085.00,23635638.00,66.00,119541325.00,763188.00,378000.00,93005063.00,866018385.00,213451655.00,37.00,20428.00,108.00,17.00,1616786.00,36.00,3756960.00,524.00,,616074.00,,1
brutal,SOUR,Olivia Rodrigo,5/21/2021,USUG12101242,"2,524",28.2,639900946.00,87550.00,20272841.00,73.00,147309966.00,3536634.00,180855.00,114118319.00,774173668.00,56822531.00,41.00,8153.00,85.00,8.00,43721.00,21.00,17091110.00,32850.00,278311.00,820892.00,,1
Recognize (feat. Drake),PARTYNEXTDOOR TWO,PARTYNEXTDOOR,7/29/2014,USWB11401866,"2,531",28.2,275465440.00,58725.00,10964599.00,65.00,290207058.00,1533113.00,64277.00,8127616.00,53454696.00,12422822.00,30.00,334.00,8.00,14.00,2315.00,7.00,305888690.00,68800.00,140184475.00,2030167.00,,1
Daylight,For All The Dogs,Drake,10-06-2023,USUG12306070,"2,521",28.2,78417212.00,26088.00,13353722.00,,4514270.00,53581.00,4865.00,4204924.00,38589807.00,,7.00,374.00,43.00,,,,1294581.00,1122.00,2871573.00,152693.00,,1
Lovefool,Lovefool,twocolors,05-08-2020,DEUM72001376,"2,519",28.2,359757970.00,73161.00,29218709.00,62.00,216865947.00,1581781.00,621587.00,49479727.00,658030330.00,25128259.00,149.00,181538.00,,65.00,2659118.00,8.00,33047274.00,4223.00,,4918636.00,,0
Rich Flex,Her Loss,Drake,11-03-2022,USUG12208614,"2,520",28.2,811888874.00,5471.00,1026240.00,46.00,34057109.00,415396.00,,,,,23.00,224115.00,,,,,,,,,,0
MEMORIAS,Microdosis,Mora,04-01-2022,QM4TX2252943,"2,527",28.2,359336745.00,67125.00,16316500.00,70.00,143505182.00,823971.00,20600.00,9094523.00,82205989.00,340159905.00,38.00,8665.00,170.00,4.00,54118.00,14.00,367017.00,319.00,,868434.00,,0
Mood Malandro,Mood Malandro,Cï¿½ï¿½dig,8/24/2023,QM3DF2276204,"2,538",28.1,188309858.00,15111.00,13192945.00,71.00,87069499.00,318350.00,100.00,1927.00,18855.00,,6.00,4.00,,7.00,582040.00,3.00,3910844.00,1376.00,,422023.00,,0
JACKIE BROWN,WASTELAND,Brent Faiyaz,07-08-2022,QM24S2203177,"2,542",28.1,247386146.00,57298.00,14371239.00,70.00,48937559.00,461922.00,25012.00,12211067.00,119045728.00,129119126.00,21.00,2377.00,553.00,5.00,494840.00,1.00,13188304.00,5989.00,7098189.00,1184981.00,,1
TELEFONO NUEVO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364190,"2,544",28.1,101706440.00,22195.00,4712903.00,,37327301.00,496072.00,608.00,1421099.00,11568535.00,,12.00,893.00,,,,3.00,2910823.00,708.00,,304399.00,,1
Danï¿½ï¿½a Ma,Danï¿½ï¿½a Ma,Bolofofos,05-03-2019,CAHQJ1924665,"2,536",28.1,10423140.00,1820.00,350049.00,49.00,1126576126.00,2223950.00,3453.00,49425.00,3059373.00,16.00,,,,,,,,,,9247.00,,0
Kalkatiya Raja,Kalkatiya Raja,Pawan Singh,9/22/2023,DGA092395791,"2,545",28.1,8607782.00,231.00,175674.00,,171883395.00,997466.00,,2661.00,36029.00,,,,,,,,,,,14483.00,,0
Drippy,Drippy,Sidhu Moose Wala,02-02-2024,INU252412475,"2,537",28.1,39891157.00,2503.00,5333908.00,,68785789.00,2273476.00,,,,238867734.00,6.00,165.00,,,,14.00,,,,67474.00,,1
Never Going Home,Summer 2021,Kungs,4/28/2021,FR9W12110749,"2,539",28.1,304069347.00,89224.00,17836102.00,63.00,87407927.00,580798.00,20117.00,6207518.00,94926621.00,80707655.00,89.00,117243.00,24.00,53.00,959302.00,18.00,675312.00,417.00,948433.00,5206645.00,,0
Problemï¿½,Problemï¿½,Alvaro Diaz,10/22/2021,USUM72118879,"2,548",28.1,275492185.00,47297.00,14033837.00,68.00,104950820.00,697838.00,1698681.00,279415195.00,2603158294.00,31265536.00,35.00,6549.00,2.00,13.00,759534.00,14.00,7459382.00,848.00,,779473.00,,0
Waiting for the End,Papercuts,Linkin Park,04-12-2024,USWB12401899,"2,541",28.1,160127218.00,5.00,55.00,,,,,,,,,,,,,,,,,1451466.00,,0
Pacto (feat. Luar La L),Pacto (feat. Luar La L),Jay Wheeler,4/24/2023,USUYG1480456,"2,547",28.1,58652026.00,19596.00,3713869.00,54.00,74399520.00,458583.00,508800.00,31900743.00,344636407.00,9720627.00,14.00,66.00,6.00,2.00,9119.00,2.00,4123989.00,2062.00,1875071.00,397215.00,,1
Nena Maldiciï¿½ï¿½n (feat. Lenny Tavï¿,Nena Maldicion (feat. Lenny Tavarez),Paulo Londra,1/30/2018,TCADL1878978,"2,546",28.1,614897887.00,19568.00,3797350.00,,1332773890.00,6926941.00,,,,150232863.00,,,,10.00,82810.00,,,,,,,0
Talk talk,BRAT,Charli xcx,06-07-2024,USAT22401345,"2,540",28.1,6446985.00,830.00,35947142.00,,201264.00,3929.00,,9765.00,78500.00,,52.00,156.00,,27.00,1854240.00,85.00,190049.00,20.00,34613.00,4307.00,,0
Daisy,Daisy,Ashnikko,07-09-2020,GBAYE2000596,"2,543",28.1,509353753.00,87580.00,20339605.00,63.00,231541575.00,3846027.00,893392.00,124467502.00,842856226.00,1767008.00,45.00,14716.00,112.00,21.00,15708.00,3.00,18916451.00,32263.00,,2842135.00,,1
Fast Forward,GAME PLAN,JEON SOMI,08-07-2023,KSA002301968,"2,556",28,88499180.00,9715.00,3943924.00,59.00,134376601.00,256505.00,58748.00,54797372.00,291191318.00,48337673.00,16.00,1383.00,33.00,8.00,271497.00,23.00,190079.00,291.00,,258644.00,,0
Ice Attack,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402029,"2,553",28,38912003.00,9619.00,2346613.00,,3915932.00,59814.00,,,,1596946.00,4.00,46.00,,1.00,41760.00,,459198.00,307.00,,58111.00,,1
Stolen Dance,Die Ultimative Chartshow - Hits 2013,Milky Chance,01-01-2013,DEL211300741,"2,558",28,1460945792.00,331171.00,51661945.00,76.00,224150562.00,1926122.00,677541.00,194210296.00,2134365963.00,389692.00,83.00,36736.00,115.00,111.00,1223193.00,21.00,,,,24485799.00,,0
Set Me Free Pt.2,Set Me Free Pt.2,Jimin,3/17/2023,USA2P2251867,"2,554",28,350802342.00,12581.00,16368476.00,76.00,150660549.00,5807332.00,182865.00,104841360.00,494628703.00,166154392.00,5.00,2402.00,,24.00,4592140.00,8.00,2552268.00,686.00,,437897.00,,1
Satu Rasa Cinta,Satu Rasa Cinta,Fira Cantika,12/16/2022,IDA601902645,"2,555",28,,1.00,3.00,,1858910.00,8964.00,2400948.00,5143214.00,133463784.00,,,,,,,,,,,,,0
Azul,Colores,J Balvin,3/19/2020,USUM72001731,"2,557",28,489654759.00,60072.00,13255516.00,63.00,478807073.00,3205287.00,731500.00,39869163.00,491920895.00,34068017.00,92.00,14340.00,41.00,28.00,1649348.00,21.00,52380337.00,11309.00,,994262.00,,0
LOCATION,LOCATION,KAROL G,02-12-2021,USUM72023897,"2,551",28,236644328.00,36130.00,7600107.00,50.00,525752748.00,3073337.00,182529.00,34209228.00,329180615.00,25193373.00,56.00,29536.00,18.00,17.00,120355.00,36.00,9793641.00,3562.00,,962269.00,,1
Terminator,Terminator,King Promise,05-05-2023,GBARL2300512,"2,559",28,34026239.00,8723.00,6659055.00,58.00,56469190.00,290499.00,1047639.00,28395882.00,391501573.00,57032887.00,23.00,3290.00,4.00,2.00,5829.00,,351027.00,246.00,,527365.00,,0
Orang Yang Salah - Sped Up Version,Orang Yang Salah (Sped Up Version),Luvia band,9/20/2023,IDA192303865,"2,552",28,3900009.00,239.00,152396.00,,2001200.00,23163.00,1200000.00,21126908.00,529234742.00,,,,,,,,,,,21387.00,,0
Snowman,Snowman,Sia,11-09-2017,USAT21704212,"2,561",28,947770190.00,123852.00,25500657.00,69.00,417814325.00,6867798.00,1972101.00,644731553.00,5479108705.00,315447931.00,128.00,16029.00,93.00,55.00,984795.00,39.00,8852953.00,36244.00,,5574595.00,,0
Hurricane,Donda,Kanye West,8/29/2021,USUM72116311,"2,549",28,404497617.00,108795.00,16231758.00,62.00,45337894.00,615908.00,20272.00,10266783.00,91838300.00,506294.00,51.00,33710.00,185.00,16.00,456029.00,24.00,11239141.00,5307.00,,1304734.00,,0
Rumah Singgah,Rumah Singgah,Fabio Asher,05-05-2022,SGB502214308,"2,550",28,239624643.00,13095.00,3228030.00,67.00,228923419.00,1210579.00,1205145.00,227531657.00,3306847230.00,45889.00,11.00,7479.00,,,,,,,,142151.00,,0
Strip That Down (feat. Quavo),Strip That Down,Liam Payne,5/18/2017,GBUM71701628,"2,560",28,1000549809.00,86051.00,18285158.00,63.00,503776997.00,5263027.00,348584.00,29551464.00,181309829.00,14264191.00,99.00,53738.00,101.00,38.00,236519.00,19.00,320956633.00,141834.00,,7058362.00,,0
IT GIRL - Sped up Version,IT GIRL (Sped up Version),Aliyah's Interlude,9/30/2023,QZTB22394231,"2,570",27.9,23708233.00,7125.00,3235480.00,,,,883600.00,344205330.00,3090790304.00,,2.00,110.00,382.00,2.00,28927.00,1.00,124021.00,300.00,,363715.00,,1
Khodni,Khodni - Single,AL SHAMI,5/16/2024,LBA132400598,"2,566",27.9,916695.00,97.00,384024.00,,19150049.00,391641.00,,,,2606582.00,4.00,51.00,,1.00,11587.00,,,,,16597.00,,0
Lost in the Fire (feat. The Weeknd),Lost in the Fire (feat. The Weeknd),Gesaffelstein,01-11-2019,USQX91803314,"2,564",27.9,895496661.00,158437.00,56718950.00,75.00,60795572.00,663427.00,118739.00,61383164.00,500515994.00,25324485.00,109.00,19935.00,9.00,40.00,314982.00,17.00,44369088.00,13427.00,15946343.00,5540938.00,,1
Minha Heranï¿½,Minha Heranï¿½,Ana Castela,5/30/2024,BKA7Y2400034,"2,575",27.9,3582494.00,506.00,20021976.00,64.00,8320170.00,107335.00,,,,30623624.00,2.00,18.00,,10.00,7390687.00,4.00,236.00,,,2856.00,,0
Diva Yorgun,Diva Yorgun,Melike ï¿½ï¿½,6/16/2023,TRBYM2000179,"2,574",27.9,62458329.00,7526.00,1713723.00,58.00,167062542.00,417472.00,11529.00,693244.00,25252458.00,297624271.00,10.00,18186.00,,2.00,1346.00,,,,,412905.00,,0
Can't Get Enough,Can't Get Enough,Jennifer Lopez,01-10-2024,QMRSZ2301148,"2,565",27.9,9293098.00,1348.00,2545397.00,,19200761.00,262872.00,6015.00,5065489.00,1752700.00,2407922034.00,16.00,70306.00,57.00,6.00,5901816.00,9.00,888313.00,305.00,,294615.00,,1
The Man He Sees in Me,The Man He Sees in Me,Luke Combs,06-06-2024,US6XF2400108,"2,569",27.9,5942861.00,766.00,17968556.00,71.00,417205.00,14380.00,,,,156.00,24.00,50.00,,6.00,22284.00,32.00,1140678.00,189.00,3844.00,14609.00,,0
Dilemma,Nellyville (Explicit Version),Nelly,6/25/2002,USUR10200370,"2,573",27.9,859999247.00,170136.00,65334656.00,74.00,1639732381.00,8770296.00,199632.00,36725930.00,368297203.00,965108329.00,116.00,173135.00,86.00,63.00,1211577.00,36.00,1097430738.00,414836.00,12481497.00,10809090.00,,1
20 Tragos,20 Tragos,Yiï¿½,11/25/2022,USL4Q2255557,"2,568",27.9,477396.00,29.00,18081.00,,388682045.00,2199489.00,20.00,3983.00,52662.00,2285487.00,,7.00,,,,,,,,315.00,,1
My wrist (with Young Thug),My wrist (with Young Thug),Yeat,5/26/2023,USUM72307802,"2,572",27.9,83393310.00,32703.00,6521059.00,64.00,14159412.00,193138.00,1618.00,985058.00,9909365.00,1602.00,10.00,288.00,57.00,3.00,30356.00,,310482.00,567.00,7298891.00,180040.00,,1
GigaChad Theme - Phonk House Version,GigaChad Theme (Phonk House Version),g3ox_em,8/22/2022,QZNWS2230712,"2,571",27.9,282776356.00,45283.00,24157482.00,69.00,152603363.00,1541141.00,64.00,255172.00,1672858.00,23643910.00,13.00,677.00,,6.00,105684.00,8.00,1120269.00,4144.00,,1358899.00,,0
Jackie Chan,Jackie Chan,Tiï¿½ï¿,5/18/2018,CYA111800123,"2,562",27.9,867318774.00,122200.00,28477959.00,66.00,207699017.00,1553887.00,642448.00,9941160.00,91008651.00,25965495.00,130.00,46973.00,,104.00,757074.00,12.00,52601591.00,43818.00,23640224.00,5167133.00,,1
Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,4/22/2022,USUG12202336,"2,563",27.9,383945607.00,58627.00,45560940.00,72.00,51670623.00,427016.00,20633.00,9518866.00,159467861.00,2170376776.00,83.00,109284.00,409.00,31.00,987836.00,41.00,5618643.00,886.00,,1125402.00,,0
Bombonzinho - Ao Vivo,Bombonzinho (Ao Vivo),Israel & Rodolffo,11-03-2022,BRRGE2200815,"2,576",27.9,343704935.00,21379.00,13592125.00,61.00,208025693.00,659040.00,176878.00,8502888.00,153392985.00,699848365.00,22.00,6760.00,,35.00,1242324.00,12.00,1634.00,,,206908.00,,0
Mil Preguntas,Mil Preguntas - Single,The La Planta,03-07-2024,BK4DA2407011,"2,567",27.9,27026914.00,2367.00,8527648.00,70.00,46888149.00,156738.00,,,,141902141.00,2.00,530.00,,6.00,326442.00,8.00,,,,63178.00,,0
OJALï¿,OJALï¿,Maria Becerra,06-01-2022,USAT22205402,"2,579",27.8,168710415.00,16559.00,4927487.00,56.00,358805694.00,1890653.00,72000.00,24990011.00,248098853.00,365354168.00,12.00,10771.00,1.00,12.00,232266.00,16.00,1069872.00,237.00,6806.00,182061.00,,0
Bejeweled,Midnights,Taylor Swift,10/21/2022,USUG12205715,"2,577",27.8,536110386.00,32472.00,22834672.00,71.00,19011964.00,168023.00,791802.00,171672855.00,1573795763.00,120036973.00,46.00,6686.00,84.00,5.00,282241.00,46.00,12812687.00,11319.00,118548.00,361280.00,,0
Lovin On Me,Lovin On Me - Single,Jack Harlow,11-10-2023,USAT22311372,"2,583",27.8,669206771.00,4166.00,982289.00,,,,,,,,59.00,29951.00,,4.00,82197.00,,,,,,,0
Back for More (with Anitta),Back for More (with Anitta),TOMORROW X TOGETHER,9/15/2023,USA2P2342327,"2,580",27.8,93990459.00,8050.00,7207941.00,,112494830.00,3245862.00,55727.00,53080335.00,296861046.00,313625362.00,9.00,4542.00,530.00,14.00,490711.00,15.00,520450.00,225.00,,182465.00,,0
Heaven,Kane Brown (Deluxe Edition),Kane Brown,10-06-2017,USRN11700088,"2,584",27.8,492361216.00,43773.00,13627930.00,66.00,697287853.00,3494761.00,107020.00,5665191.00,74609105.00,474602562.00,46.00,3.00,35.00,6.00,48525.00,27.00,394651147.00,237908.00,,,,0
Rolex,Rolex,Ayo & Teo,1/13/2017,USUYG1126838,"2,585",27.8,491358577.00,7067.00,1642096.00,,1050086757.00,10196796.00,,,,199660421.00,,,,1.00,35535.00,,106302056.00,571084.00,,,,0
That Girl,That Girl,Amrinder Gill,5/24/2024,CBEGD2400001,"2,582",27.8,4128853.00,234.00,2317956.00,62.00,11272889.00,177421.00,,,,19904542.00,10.00,16.00,,,,,,,233545.00,10176.00,,0
FERXXO 151,FERXXO 151,Feid,8/25/2023,USUM72312300,"2,587",27.8,106899723.00,23959.00,10822808.00,64.00,54351042.00,362313.00,34200.00,3566805.00,44045683.00,22628351.00,15.00,2942.00,24.00,15.00,751335.00,12.00,485490.00,175.00,,195030.00,,0
Dhaniya Ae Jaan,Dhaniya Ae Jaan,Pawan Singh,9/14/2023,ING642306994,"2,589",27.8,5842217.00,191.00,173325.00,,180823113.00,1072157.00,,,,182061559.00,,,,,,,,,,9082.00,,0
Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,01-01-2013,GBUM71301823,"2,586",27.8,1256488099.00,158078.00,59355964.00,80.00,721653474.00,5562953.00,301881.00,104232046.00,881937736.00,1185793007.00,85.00,7063.00,38.00,53.00,345045.00,38.00,437188269.00,353499.00,1084712.00,6185418.00,,0
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208961,"2,578",27.8,246425341.00,81509.00,7710812.00,71.00,38465606.00,807082.00,108559.00,43090164.00,342828836.00,34138596.00,5.00,732.00,11.00,3.00,15986.00,6.00,2364415.00,2500.00,,1169011.00,,1
Drunk in Love,Beyoncï¿½ï¿½ (Del,Beyoncï¿,12/13/2013,USSM11307800,"2,588",27.8,607315454.00,73281.00,24577326.00,67.00,827853706.00,3895677.00,42655.00,24392560.00,200100315.00,196095530.00,129.00,49.00,83.00,75.00,619730.00,52.00,493343155.00,793889.00,,,,1
La Vida Sin Ti,La Vida Sin Ti,Rels B,4/22/2024,UYB282476005,"2,581",27.8,50171337.00,3367.00,20131086.00,74.00,9998588.00,151631.00,,,,764121.00,15.00,418.00,,8.00,173353.00,18.00,7872.00,9.00,,101871.00,,0
FREAK,YUQ1,YUQI,4/23/2024,KRA392400004,"2,604",27.7,9956970.00,918.00,11306595.00,66.00,28265816.00,825743.00,,3714416.00,16415876.00,,6.00,95.00,8.00,2.00,1891.00,7.00,,,,22273.00,,0
Casa Mia,Casa Mia,Ghali,02-07-2024,ITQ002400008,"2,607",27.7,55157600.00,3119.00,3112859.00,74.00,41112701.00,322239.00,,,,195777143.00,19.00,15737.00,,1.00,8291.00,15.00,4515.00,,,269837.00,,0
Kaikai Kitan,ýýýýýýýýýýýý,Eve,10-03-2020,JPTF02017001,"2,596",27.7,404765225.00,64972.00,8591521.00,68.00,470390576.00,3380515.00,119922.00,70942249.00,561999669.00,100993171.00,36.00,714.00,,2.00,19827.00,10.00,1050151.00,1537.00,,812814.00,,0
